lang_train,af,aii,ajp,akk,apu,aqz,ar,be,bg,bho,bm,br,bxr,ca,ckt,cs,cu,cy,da,de,el,en,es,et,eu,fa,fi,fo,fr,fro,ga,gd,gl,got,grc,gsw,gub,gun,gv,he,hi,hr,hsb,hu,hy,hyw,id,is,it,ja,kfm,kk,kmr,ko,koi,kpv,krl,la,lt,lv,lzh,mdf,mpu,mr,mt,myu,myv,nds,nl,no,nyq,olo,orv,otk,pcm,pl,pt,quc,ro,ru,sa,sk,sl,sme,sms,sq,sr,sv,ta,te,th,tl,tpn,tr,ug,uk,ur,urb,vi,wbp,wo,xnr,yo,yue,zh
ro,83.30517738,16.77704194,71.22940431,41.81398924,43.1372549,40.61696658,83.53790955,90.43842118,91.15365047,54.97374344,32.93785719,68.72922931,64.9222488,89.99806539,37.53103938,89.8187252,59.1366763,71.65285304,90.95081313,87.33526732,88.89792599,88.43125379,91.10551614,87.52410429,80.72946582,79.04721626,86.04885843,80.94292005,91.32750816,65.71033529,69.43857176,63.05282555,89.91655076,35.08531085,67.78805474,55.47091413,39.29359823,34.4461305,38.80985427,88.54166667,70.56312121,89.7485573,77.7757079,79.91960184,88.43667704,82.02063412,84.20734573,85.12036541,88.17641832,43.72292066,47.2972973,85.04084014,79.52199282,64.25026931,57.21096544,46.96613118,75.04848093,81.83370608,87.67008231,89.46929517,40.76979539,49.05390932,20.54794521,87.11656442,38.28230832,29.17547569,51.47292507,56.17977528,86.13612288,85.03218636,56.41025641,66.93548387,78.72682857,37.1040724,43.80706768,89.54315223,90.30976966,42.42679233,96.78840469,90.37486354,40.42657755,89.79295899,80.32541923,45.03496503,43.70677732,90.23861171,89.48428334,90.69866289,82.50773994,82.94036061,64.92697787,74.02234637,44.5323741,79.4953775,78.03575098,89.68263263,63.42698906,27.08333333,66.18987871,46.15384615,43.11946425,53.65950676,30.31069872,56.97657709,54.89139989
ru,83.92129584,16.11479029,70.0887199,28.48578017,38.7254902,30.33419023,83.9203097,93.27379465,92.12032562,52.22805701,25.95673877,60.76910904,60.75558214,84.30063842,35.89925505,90.15383862,48.74887848,65.26936564,87.20941834,81.42166188,79.76819845,86.31791009,87.76379034,86.04948875,78.34167556,78.69679485,86.23666765,77.80701283,85.27634488,57.06878673,68.79257693,58.04668305,85.43115438,17.69954893,63.58649666,46.05263158,25.60706402,34.74962064,32.28660652,87.5,73.99719874,90.98928277,77.60804769,76.40696784,88.41273641,79.03875189,84.54643121,82.27785416,83.64435714,19.44030116,50,83.24387398,78.16427289,63.35317075,50.41716329,45.06292848,70.9114415,81.24979343,90.60137746,90.49000967,20.79548582,46.59050339,15.75342466,84.66257669,23.12833017,20.29598309,49.78608972,51.79775281,85.72122175,82.91112861,44.87179487,65.25537634,78.63486133,38.00904977,42.25970586,90.564419,87.04439149,30.98283406,83.76084676,97.75068959,35.14841753,90.72746314,83.14793292,38.35164835,35.08529276,76.68112798,91.70825672,88.87983707,83.93962848,83.35644938,46.39817221,80.91247672,30.50359712,77.42681048,76.97760427,92.78604052,69.53937593,14.16666667,66.18151401,38.46153846,30.22251026,50.35799523,29.34064389,40.20692628,33.1218335
sa,84.31879161,9.713024283,30.79847909,26.22598002,21.89542484,23.90745501,32.55594373,39.33924557,35.40447723,27.29182296,11.951096,27.61512898,32.96451356,25.72064229,14.7924796,36.79682524,43.18612302,23.90819254,32.69480196,32.31231293,32.53355022,31.37887446,28.53284504,41.12070782,38.3072126,36.19007341,42.53037884,24.78655426,28.07874513,35.33241157,20.78145799,23.31081081,28.65090403,26.74053736,37.35593616,23.61495845,16.55629139,13.88467375,15.94378904,39.58333333,29.31537825,34.87221764,28.48360656,34.63820827,38.99928178,38.29894313,34.47592829,32.67285778,28.26808849,26.31223809,29.72972973,44.15402567,34.84066427,39.57122927,26.10250298,25.49882329,34.13057531,38.07110514,43.54107173,42.3029454,29.97063951,21.77793645,14.38356164,37.42331288,17.51106295,15.6448203,20.01589048,27.97752809,28.3677613,32.03507309,29.48717949,29.70430108,36.77539876,6.334841629,24.02592877,36.57586907,30.65925338,17.16593739,34.77448269,37.52769649,84.21466483,37.19487634,30.4208866,21.74825175,18.85661595,34.05639913,33.74485597,35.65571593,42.45356037,50.62413315,32.39405071,34.63687151,25.17985612,42.81330252,50.09245942,38.20705001,28.11022558,29.16666667,36.41990799,21.45748988,16.74227695,27.7645187,13.20118094,31.59936773,29.27488053
sk,84.88522309,14.79028698,66.66666667,35.83397387,46.73202614,39.07455013,79.59116231,89.75768174,90.49224116,48.072018,28.83599797,61.76610223,60.5960925,85.77577868,37.03440937,94.27024644,45.87777889,64.84698757,82.22089195,79.38149873,84.56689711,82.60211203,87.85076677,80.71656593,74.00098466,77.94761804,79.54841694,75.44971272,83.88040846,57.96174675,67.21869861,56.97174447,86.05702364,28.28005491,58.96478277,44.11357341,36.64459161,33.08042489,36.78001388,81.25,65.29809818,93.66446826,78.59538003,81.85298622,83.76825473,75.96879718,81.25965219,77.43993382,82.01674384,27.37587897,37.83783784,79.54492415,76.51481149,57.36662723,48.74851013,44.15225622,67.93794441,77.05113092,85.82227448,84.22896027,30.21836866,48.16137094,24.65753425,87.73006135,29.06168157,27.27272727,49.84720694,53.93258427,84.19403249,77.93575078,43.58974359,64.91935484,74.93892801,38.00904977,39.86199205,93.31969444,85.14694202,33.86065298,81.44559931,90.47757472,36.34755259,97.47845001,87.70546239,40.56943057,41.30935915,77.87418655,94.61518256,84.61347738,82.97213622,79.61165049,58.13547173,70.76350093,40.28776978,75.06163328,72.41627286,91.96041691,62.21801972,22.08333333,67.41948975,42.10526316,38.95009721,49.88066826,26.86630114,45.55970685,42.51626205
sl,84.96472225,14.56953642,67.17363752,17.27901614,29.24836601,20.5655527,79.79888585,90.15113665,90.36504706,46.49662416,23.47536714,53.15714512,53.13995215,79.00947959,30.18800993,94.05173681,41.88017147,65.46063118,83.6675646,81.15665575,79.68686458,81.6962052,84.90043488,82.19442239,74.62049725,78.59106425,81.17282653,75.00939698,79.86735446,40.3387487,62.96687808,55.00614251,82.51043115,6.187487743,60.81463543,40.72022161,22.51655629,23.67223065,22.01596114,81.25,67.37035725,93.09150866,79.92734724,74.56929556,84.2710079,73.81731253,81.78003089,79.98531845,81.31518638,25.45280205,32.43243243,79.42823804,75.6956912,61.8768432,40.28605483,33.30604727,64.73820297,76.67213855,87.317319,85.97017913,14.83622351,37.62941806,6.164383562,87.73006135,18.43222252,10.14799154,40.12345679,41.91011236,83.14353814,78.35718366,32.05128205,58.19892473,74.06523926,37.1040724,33.92346832,93.23060171,83.9643456,24.67182767,82.41441785,91.46592766,14.26184392,95.46443245,97.61746638,22.46753247,27.38589212,76.57266811,94.43131074,85.99132206,83.35913313,83.35644938,53.15831915,71.97392924,22.51798561,75.43785311,72.06698171,92.58695398,61.56963393,11.25,67.30238394,27.53036437,24.71376107,44.15274463,17.10951778,48.915074,39.73852866
sme,86.02802345,24.06181015,44.48669202,29.59262106,48.36601307,31.61953728,40.50136909,58.66225331,54.05113203,34.28357089,30.21775302,47.01693306,50.62799043,45.78254982,41.46860589,54.48728627,35.08124813,36.89034109,50.69340517,40.43891161,45.60797072,48.07231454,47.11604486,65.17800716,59.58398293,45.84176661,64.68065425,52.20963325,43.86567007,30.84456735,34.84848485,30.98894349,48.53963839,31.12374975,41.78507863,37.11911357,31.78807947,36.03945372,28.00138793,61.45833333,39.48092273,55.90684254,51.05253353,54.73774885,62.96384965,56.05183694,59.30302827,47.18720142,48.92661709,30.55969884,27.02702703,62.17036173,42.50448833,51.68912356,51.13230036,42.15696306,57.46606335,50.30903302,63.46379976,64.18492945,18.31360675,44.98393431,17.80821918,67.48466258,34.07387339,21.56448203,45.81347024,38.65168539,49.52330508,45.48541966,41.02564103,57.72849462,46.01523207,38.91402715,19.79507911,54.98506872,52.025417,35.56041737,50.13254506,57.25599633,28.40574012,57.71368726,45.54208866,87.68231768,49.23928077,47.8308026,55.86200858,47.91463739,60.44891641,58.66851595,23.90914793,46.27560521,44.17266187,56.31355932,61.41360181,56.62255533,36.83641767,18.33333333,46.03094939,43.31983806,36.22812703,33.77088305,31.04175453,36.00373617,33.86341479
sr,86.2963331,16.11479029,66.79340938,30.19215988,30.06535948,32.64781491,80.87999245,90.95678241,92.23480031,47.90697674,27.57722636,58.03133407,58.59250399,85.69355775,29.30117063,94.76262799,45.41920048,67.40516417,84.07662377,82.67397589,83.8552257,82.91812604,87.26482033,84.39014114,74.94051038,78.66658611,81.74746668,76.14240455,83.62353932,54.32653532,67.91559001,57.09459459,84.94436718,17.05236321,58.99104251,42.86703601,25.60706402,29.36267071,33.13671062,88.54166667,66.55191616,97.03215169,77.52421759,78.44563553,84.17524539,75.78007046,80.46397636,79.55361096,82.62943735,28.70764969,32.43243243,79.68494749,75.77423698,60.61772653,40.16686532,36.09945769,69.8125404,77.00926548,85.34352427,85.12625505,27.25938159,40.16422706,12.32876712,84.04907975,22.71290527,19.23890063,43.13653588,47.86516854,83.95127119,78.97775514,44.87179487,62.6344086,75.88159218,37.1040724,38.67707535,91.84966425,84.67037331,31.48771457,82.12072089,90.60160333,32.49459406,94.60243293,85.79611489,31.22877123,32.96449977,74.62039046,99.06312932,85.50783671,83.8622291,77.80859917,60.46949198,77.46741155,31.43884892,76.18644068,70.96774194,92.30003513,63.04201,14.58333333,65.78837307,37.65182186,30.74098077,44.43118536,21.84732181,44.94180198,41.30799597
sv,86.49508099,17.21854305,69.58174905,40.43043812,47.38562092,41.1311054,81.97054103,89.82638021,92.88349021,51.68792198,31.83100629,64.29814844,62.988437,90.05126717,35.86378148,90.11709372,51.10158509,69.58877909,92.90631547,91.11422917,88.12525417,92.27740763,91.14442664,89.57236149,76.42159678,77.39177718,87.04396698,80.33077377,88.16296452,62.55905058,70.53872054,60.44226044,88.10848401,26.03451657,62.95626295,51.80055402,35.09933775,32.32169954,34.12560722,87.5,75.05357836,90.79142622,77.5428465,87.12672282,87.52693321,80.30951183,84.16370107,85.32019762,88.00804453,35.51211024,45.94594595,83.41890315,77.27782765,64.25909902,52.44338498,44.5308503,74.07886231,79.09592693,86.15823954,87.08429234,30.78264061,46.697608,22.60273973,86.50306748,30.5698546,24.31289641,50.82508251,57.41573034,89.96733757,89.72969635,44.87179487,68.4811828,76.22646932,40.27149321,48.12852861,88.94260118,90.05383461,42.39313363,85.46200057,91.37936603,40.74110478,90.46161283,81.03934916,45.4045954,41.95481789,80.26030369,91.4630943,97.87301868,85.25541796,84.88210818,66.36950094,72.25325885,41.43884892,79.24884438,76.85432505,90.42042394,67.55369445,20.83333333,66.34880803,42.51012146,37.37308274,47.13603819,31.22451849,48.75700532,48.50325241
ta,86.73357846,17.21854305,57.54119138,28.4396618,32.67973856,19.28020566,62.9260693,76.94229328,71.57847876,55.60390098,22.83874702,51.66956797,58.79186603,57.6417102,33.55799929,71.74023811,45.67839697,54.19190309,70.04888756,65.83878922,63.54209028,68.13130382,59.50789654,78.50302215,74.33330598,60.00362505,76.19167753,59.91515867,56.91546479,45.04551216,58.23741289,50.15356265,61.85674548,18.24867621,52.93379628,44.11357341,22.73730684,28.52807284,26.47467037,81.25,73.59050946,71.31492168,62.34165425,69.78369066,76.46636342,70.79768495,70.34848587,67.94469949,61.18984145,42.2775055,39.18918919,77.15285881,64.13824057,58.56216999,40.16686532,35.28087588,63.6716225,67.81319202,77.76751218,79.23880049,28.34204973,39.16458408,12.32876712,79.14110429,23.14639212,15.85623679,43.46045716,46.85393258,63.98746469,64.77870915,48.71794872,61.42473118,61.83359678,37.1040724,37.52700913,72.00673145,65.86356014,28.290138,65.47344331,74.27181644,36.89797523,71.91653911,59.75012452,34.86513487,32.73397879,60.95444685,71.60493827,69.14903037,85.64241486,83.21775312,56.65262969,65.6424581,27.84172662,71.98767334,67.33100473,75.53577702,69.00580846,21.25,56.08531995,32.38866397,28.2566429,51.5910899,22.28314354,50.31613738,47.94227173
te,87.37950909,16.77704194,61.47021546,37.44811683,50.16339869,43.18766067,62.68529884,69.95378466,67.30475706,61.02025506,35.28901107,54.89792689,64.04505582,62.07680402,40.75913444,69.07157905,46.34632639,54.46286261,67.47480794,66.96487325,66.32777552,68.85945277,63.07164111,73.84096838,67.3750718,63.50783917,73.7529608,56.97793052,62.05916412,48.35234474,56.04494558,52.61056511,62.93463143,29.79996078,48.04948502,47.99168975,35.3200883,35.43247344,36.98820264,73.95833333,73.25132047,65.5729596,59.65909091,74.9042879,72.51615992,66.04177151,69.03578863,63.53382583,63.25242037,49.70523475,45.94594595,77.3512252,67.74012567,63.21719321,50.05959476,45.15501893,65.93406593,65.10736281,77.63312615,77.56429501,41.93503991,45.66226348,27.39726027,79.75460123,34.89569222,36.15221987,50.34836817,48.20224719,68.04819915,62.07412896,52.56410256,63.30645161,57.58873401,39.81900452,38.07764689,68.44467176,66.31365281,37.36115786,62.75388576,70.99087227,46.0585807,67.35680335,58.5505562,41.02897103,46.65744583,60.30368764,66.42150425,66.37385991,89.31888545,94.86823856,57.32909238,66.10800745,45.10791367,73.0097586,75.9091843,71.2671273,69.83655275,33.75,59.54830615,48.98785425,40.20306762,51.03420843,33.47392099,60.43253341,61.97957455
tr,88.24406241,22.9580574,58.30164766,39.75403536,50.16339869,49.10025707,64.39429704,76.93604796,72.36708217,50.81770443,30.03689503,55.43598671,62.58971292,69.08976591,40.83008159,75.76698839,42.94686472,62.94230156,73.82021351,73.47557463,80.21553477,74.40813209,71.05973907,82.00158805,66.84992205,71.32284083,81.08873285,59.51780057,71.41172755,47.47090679,60.31634171,54.11547912,72.42698192,24.14198863,58.53587372,41.13573407,41.2803532,33.61153263,37.45662734,79.16666667,63.20727653,72.26710635,67.11997019,86.36102603,80.94326071,70.45797685,71.51010542,68.93279113,73.18179692,44.43142269,50,81.14352392,68.00942549,63.7293164,51.01311085,47.6312289,70.52359405,68.18116716,81.16915841,80.04936789,36.33819616,50.01785077,23.28767123,77.91411043,34.11902827,41.86046512,52.68304608,45.84269663,73.72439972,69.23540036,50,65.38978495,63.67294151,53.39366516,36.0423782,74.33469172,76.7363869,43.13362504,69.62715743,77.9074049,38.28386082,75.114799,62.31944214,45.18481518,47.44121715,71.47505423,72.22660012,74.46382715,79.48916409,80.72122053,49.00994535,56.23836127,53.5971223,88.41422702,70.83418944,76.79470664,60.50925301,24.58333333,57.04726056,48.58299595,38.86368546,46.53937947,31.68845775,54.27503952,55.85193946
ug,88.4428103,29.3598234,58.04816223,37.0330515,45.91503268,47.55784062,60.9479747,71.1778666,68.29687103,54.98874719,35.80988208,51.97024846,61.47328549,50.34822983,40.33345158,67.90015188,41.93998604,57.12464138,64.36196747,61.00825232,61.38674258,60.91038369,55.45891508,74.81810374,70.32083368,74.11412863,76.04871827,56.41948129,53.91093799,44.95333564,51.83227625,48.03439803,60.29207232,23.76936654,51.67624661,46.88365651,38.18984547,34.29438543,36.90145732,77.08333333,74.16932449,64.58779885,59.77086438,62.63399694,76.99305722,71.76648213,65.46364064,65.81820512,59.40788551,47.49627104,52.7027027,82.01866978,71.31956912,61.67022798,49.22526818,48.75677888,64.64124111,68.25167737,79.10297329,77.23072818,40.85695935,49.01820778,23.28767123,81.59509202,32.33089497,41.22621564,49.86554211,44.49438202,57.80808616,63.0080736,55.12820513,64.18010753,58.3733295,40.7239819,38.97678957,67.93981291,62.35107228,35.57724672,65.06531897,71.56515055,43.13937488,63.91686136,58.67092811,42.6973027,45.55094514,63.44902386,63.11181158,65.92048171,73.87770898,82.80166436,56.2225607,61.45251397,52.58992806,74.64047252,89.92192316,71.60089003,68.71538565,29.16666667,67.94646591,55.46558704,35.16958306,51.75019889,32.8975116,57.43641328,57.88489508
uk,88.93968002,14.56953642,68.94803549,17.52498078,24.83660131,15.16709512,82.07912378,93.69223083,91.10913254,51.82295574,18.65007596,59.29735718,60.65590112,83.95240859,35.04788932,92.08319044,47.9812581,66.81542875,85.22398483,82.39872797,85.88857259,82.24791299,86.2027924,84.40310479,75.72002954,78.33428994,82.49590043,73.58642539,82.62764502,26.86369397,66.2085976,56.32678133,85.84840056,3.745832516,62.96209844,35.04155125,14.56953642,23.74810319,23.00485774,84.375,68.30186132,93.24814509,71.65611028,82.23583461,87.6945176,79.79365878,76.95897401,81.35268346,83.94368832,38.00163364,36.48648649,81.84364061,76.98608618,61.54661204,46.00715137,40.36631536,68.64899806,77.87521897,88.10683689,88.90556723,36.62721351,45.98357729,2.054794521,88.34355828,16.63505825,8.033826638,49.40105122,30.8988764,84.25582627,80.22044181,46.15384615,59.47580645,77.45940509,39.81900452,22.45765665,91.828216,84.14085253,22.73645237,82.63182988,93.34573619,13.94731669,91.78280835,84.48862693,27.002997,27.70862148,79.71800434,93.81840469,86.30656159,81.73374613,84.32732316,63.26046053,71.13594041,20.21582734,76.26605033,77.22416273,98.1672327,64.12265298,5.416666667,66.30698453,32.38866397,18.5353208,51.39220366,19.97750597,53.76490875,51.89470824
ur,89.34711319,17.21854305,61.59695817,19.50807071,21.56862745,15.42416452,79.76583892,82.62553085,84.73670822,62.11552888,18.6645446,49.54897927,49.66108453,70.85026117,26.81802057,81.00485033,38.08194597,63.69939433,77.3720443,73.47070978,68.05612037,76.9217602,72.72144656,80.97583899,77.77960121,80.63015437,80.38094437,67.33608978,68.22612907,43.42666206,62.72414063,53.31695332,73.53963839,5.81486566,56.26294751,43.14404432,19.20529801,22.68588771,20.12491325,83.33333333,91.86115189,82.04451772,64.63301043,72.59762634,82.71486713,74.08152994,77.95944403,74.42147701,70.99293765,29.6398892,43.24324324,82.6487748,75.20197487,59.02837869,32.53873659,27.55551008,61.11829347,72.58364824,82.9413741,82.30427966,16.82723186,28.48982506,2.054794521,82.20858896,15.05463741,8.66807611,31.26145948,46.17977528,74.30261299,74.94404051,41.02564103,51.88172043,69.28581693,44.3438914,36.26542134,83.52774249,74.46827288,21.22181084,74.70964051,85.91241772,12.12895616,80.84266495,74.02457247,22.26773227,25.03457815,71.80043384,82.40959636,80.03719118,85.95201238,85.15950069,46.89991936,78.49162011,20.86330935,76.73343606,75.79617834,83.80372409,94.77914359,15.83333333,60.44332915,19.83805668,21.58133506,55.3699284,16.43469703,38.15921828,33.8730042
vi,89.95329425,16.11479029,59.69581749,34.03535742,46.24183007,43.44473008,61.58058729,66.29402948,64.02314933,44.39609902,27.84489619,52.98306694,55.93102073,54.95743858,33.09684285,62.18607614,36.36726149,50.9483583,59.29362466,57.68735421,54.06669378,57.1722013,58.72281987,57.37874933,59.16550423,57.28785911,60.22929544,58.44922945,53.82461312,36.40396359,48.94291755,43.82678133,60.60500695,22.18081977,44.92165845,39.75069252,36.64459161,33.45978756,35.2185982,75,49.61271706,59.3198681,57.95454545,55.45558959,62.89202777,58.15299446,62.6804539,52.24068421,57.27047379,25.47588607,45.94594595,70.54842474,58.51660682,53.43740618,44.93444577,46.30103346,57.65998707,57.25759362,68.19250798,66.02955402,22.44701349,46.59050339,20.54794521,66.25766871,31.59938589,38.05496829,48.78376727,40.33707865,58.37747175,56.67886198,42.30769231,60.34946237,54.86133065,37.1040724,26.34000139,65.09544472,64.51328215,38.74116459,61.80223133,66.90955602,34.6766267,63.11125433,53.45342852,38.36163836,39.32687875,57.04989154,58.33990018,59.2579474,62.84829721,64.63245492,50.24191381,63.40782123,49.13669065,61.71802773,70.66981714,66.1142991,45.19789275,27.91666667,93.66792137,48.98785425,28.86152517,40.69212411,25.31983692,40.73861187,34.99656379
wo,92.11964623,18.76379691,46.64131812,41.64488855,58.33333333,35.73264781,50.56179775,61.12290782,54.30552022,43.10577644,33.79150691,46.89033075,54.21650718,52.89707874,40.90102873,55.17711038,27.65427176,41.50462225,52.36955003,38.3892748,46.15697438,51.42206304,52.38269627,60.17241659,66.58324444,46.24052201,58.4577219,51.54915964,48.82408675,33.75964973,44.26434892,39.55773956,53.12934631,22.95548147,39.26706154,30.60941828,32.00883002,31.79059181,38.16793893,64.58333333,49.29209065,52.40313273,52.48695976,53.04364472,61.67105578,62.85858078,61.76727322,47.88632285,51.15289276,31.01427658,36.48648649,63.62893816,46.48788151,52.46437212,49.34445769,43.44622941,55.17129929,51.14524001,61.04485134,61.30958338,24.81879071,47.30453409,20.54794521,57.05521472,35.66332521,32.34672304,50.00611172,34.49438202,52.21574859,49.11776965,46.15384615,52.48655914,48.29142118,42.08144796,26.88366906,55.18470245,55.51142882,50.11780545,54.4121293,57.31155081,30.99076076,58.81736889,43.93989706,42.75724276,41.8165053,51.84381779,52.93757114,49.02683078,65.98297214,63.52288488,34.88486695,62.19739292,48.20143885,56.69491525,59.74933224,56.78065347,40.39578549,23.75,49.13425345,42.51012146,91.48844243,36.23707239,34.13468297,40.18537146,33.60450063
zh,98.9267614,16.99779249,59.69581749,16.31053036,24.67320261,16.45244216,64.2337834,69.6977267,64.15034342,42.71567892,20.95782392,49.88131033,56.25,52.2054556,32.1390564,64.64847386,41.02282923,52.31909468,62.63593734,57.49096803,58.39772265,60.248071,54.38773175,70.42018441,66.00475917,59.62601577,70.32754489,55.93083821,54.06884935,19.46076737,49.68679038,44.59459459,56.74547983,5.4030202,65.18250518,36.21883657,20.30905077,23.21699545,22.27619709,82.29166667,59.44244756,61.19950536,46.97280179,59.93491577,70.74455351,67.2118772,65.75236688,63.43070541,57.28450493,56.39605086,44.59459459,76.19603267,66.46095153,63.24368234,34.68414779,29.43824823,60.5365223,60.45148567,73.76112884,74.06184329,58.20258739,35.09460907,6.849315068,74.23312883,13.66386706,10.57082452,39.39005012,29.5505618,56.85469633,60.28188147,50,52.75537634,50.12789194,45.70135747,21.50972329,65.25053208,60.60365369,23.14035678,61.18432345,69.57681699,19.00923924,66.00338355,52.87232276,22.92707293,24.85016136,59.0021692,61.93853428,61.84893297,82.62383901,82.80166436,65.64823941,59.12476723,20.71942446,69.61992809,71.61495788,69.42264902,53.82277455,10.41666667,59.56503555,29.55465587,17.56318859,38.86237072,16.4065795,80.55036643,93.42326072